Kode Wilayah,Kabupaten,IDE Kapanewan,KAPANEWON,ID Kelurahan,KALURAHAN/KELURAHAN,ID Pedukuhan,PADUKUHAN,RT,RW,Luas Wilayah,Jumlah Penduduk
34.04.01.2004,SLEMAN,1,GAMPING,4,NOGOTIRTO,8,Mlangi,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,1,Kronggahan I ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,2,Kronggahan II ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,3,Ngawen ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,4,Mayangan ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,5,Trini,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,6,Baturan ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,7,Jambon ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,8,Bedog ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,9,Salakan ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,10,Nusupan ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,11,Biru ,,,,
34.04.01.2005,SLEMAN,1,GAMPING,5,TRIHANGGO,12,Panggungan,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,1,Kwagon ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,2,Pare II ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,3,Pare III ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,4,Pare IV ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,5,Bantut ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,6,Jering VI ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,7,Kleben ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,8,Jering VIII ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,9,Kliwonan ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,10,Ganjuran ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,11,Sangonan ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,12,Kemirisewu ,,,,
34.04.02.2001,SLEMAN,2,GODEAN,1,SIDOREJO,13,Dongkelan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,1,Sokonilo,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,2,Berjo Kulon,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,3,Berjo Kidul,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,4,Berjo Wetan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,5,Ngabangan ,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,6,Jowah ,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,7,Pandean ,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,8,Kunden ,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,9,Gatak,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,10,Dadapan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,11,Serangan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,12,Mertosutan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,13,Tebon,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,14,Kragilan,,,,
34.04.02.2002,SLEMAN,2,GODEAN,2,SIDOLUHUR,15,Krajan,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,1,Pirak Bulus,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,2,Brongkol,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,3,Sembuh Lor,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,4,Sembuh Kidul,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,5,Gancahan V,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,6,Gancahan VI,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,7,Gancahan VII,,,,
34.04.02.2003,SLEMAN,2,GODEAN,3,SIDOMULYO,8,Gancahan VIII,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,1,Senuko,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,2,Sentul Geneng,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,3,Gentingan,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,4,Godean,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,5,Jowah,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,6,Kramen,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,7,Bendungan,,,,
34.04.02.2004,SLEMAN,2,GODEAN,4,SIDOAGUNG,8,Genitem,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,1,Jethak I,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,2,Jethak II,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,3,Klajuran,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,4,Semarangan,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,5,Ngawen,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,6,Wirokramen,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,7,Sorolaten,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,8,Prenggan,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,9,Jetis Prenggan,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,10,Rewulu Wetan,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,11,Rewulu Kulon,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,12,Sembuh Wetan,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,13,Nogosari,,,,
34.04.02.2005,SLEMAN,2,GODEAN,5,SIDOKARTO,14,Dukuh,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,1,Cokrokonteng ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,2,Bantulan,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,3,Beji ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,4,Cokrobedog ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,5,Kramat ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,6,Potrowangsan ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,7,Tangkilan ,,,,
34.04.02.2006,SLEMAN,2,GODEAN,6,SIDOARUM,8,Sebaran ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,1,Simping ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,2,Beluran,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,3,Karanglo ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,4,Dukuh ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,5,Tegalan ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,6,Karakan ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,7,Krandon ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,8,Pete ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,9,Sawahan,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,10,Ngrenak Kidul ,,,,
34.04.02.2007,SLEMAN,2,GODEAN,7,SIDOMOYO,11,Ngrenak Lor,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,1,Gamplong I,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,2,Gamplong II,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,3,Gamplong III,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,4,Gamplong IV,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,5,Gamplong V,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,6,Goser,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,7,Moyudan,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,8,Barepan,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,9,Dagen,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,10,Kembangan I,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,11,Kembangan II,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,12,Betakan,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,13,Saren,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,14,Klampis,,,,
34.04.03.2001,SLEMAN,3,MOYUDAN,1,SUMBERRAHAYU,15,Sangubanyu,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,1,Tegal Rejo,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,2,Klisat,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,3,Nasri,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,4,Semingin,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,5,Tumut,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,6,Menulis,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,7,Tiwir,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,8,Blendung,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,9,Bendosari,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,10,Ngaglik,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,11,Gesikan ,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,12,Nglahar,,,,
34.04.03.2002,SLEMAN,3,MOYUDAN,2,SUMBERSARI,13,Sombangan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,1,Celungan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,2,Kaliurang,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,3,Kruwet,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,4,Sumberan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,5,Ngentoento,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,6,Nulisan ,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,7,Ponggok,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,8,Kedung Banteng,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,9,Kaliduren I ,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,10,Pendulan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,11,Kaliduren II ,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,12,Kaliduren III,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,13,Jowahan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,14,Karang,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,15,Mergan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,16,Pajangan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,17,Pucanganom,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,18,Turgenen,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,19,Gatak,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,20,Malangan,,,,
34.04.03.2003,SLEMAN,3,MOYUDAN,3,SUMBERAGUNG,21,Gedongan,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,1,Jetis,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,2,Puluhan,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,3,Pingitan,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,4,Jitar,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,5,Jitar Dukuh,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,6,Jitar Ngemplak ,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,7,Karanganjir,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,8,Sejati Pasar ,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,9,Sejati Desa,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,10,Sejati Dukuh ,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,11,Sejati Trukan,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,12,Pakelan,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,13,Setran,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,14,Donon,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,15,Tegal Donon,,,,
34.04.03.2004,SLEMAN,3,MOYUDAN,4,SUMBERARUM,16,Sermo,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,1,Daratan I,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,2,Daratan II,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,3,Daratan III,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,4,Soromintan,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,5,Toglengan,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,6,Sanan,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,7,Ngijon,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,8,Singojayan,,,,
34.04.04.2001,SLEMAN,4,MINGGIR,1,SENDANGARUM,9,Tinggen,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,1,Prapak Kulon,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,2,Mergan,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,3,Prapak Wetan,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,4,Sembuhan Kidul,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,5,Sembuhan Lor,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,6,Sumber ,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,7,Slarongan ,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,8,Blimbingan ,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,9,Dondongan ,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,10,Klepu Kidul ,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,11,Klepu Lor,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,12,Jetis,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,13,Kwayuhan,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,14,Krompakan,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,15,Sragan Banaran,,,,
34.04.04.2002,SLEMAN,4,MINGGIR,2,SENDANGMULYO,16,Diro,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,1,Kisik I,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,2,Minggir II ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,3,Minggir III ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,4,Pojok IV ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,5,Pojok V ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,6,Watugajah VI  ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,7,Bontitan VII,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,8,Brajan VIII,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,9,Kliran IX,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,10,Bekelan X,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,11,Tengahan XI ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,12,Tengahan XII ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,13,Dukuhan XIII,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,14,Nanggulan XIV ,,,,
34.04.04.2003,SLEMAN,4,MINGGIR,3,SENDANGAGUNG,15,Jomboran XV,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,1,Pranan,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,2,Jetis Depok ,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,3,Jogorejo,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,4,Badran Kidul,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,5,Dalangan,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,6,Plembon,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,7,Bandan,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,8,Parakan Kulon,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,9,Gatak,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,10,Parakan Wetan,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,11,Sutan,,,,
34.04.04.2004,SLEMAN,4,MINGGIR,4,SENDANGSARI,12,Denokan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,1,Jonggrangan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,2,Ngepringan II,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,3,Balangan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,4,Ngepringan IV,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,5,Sunggingan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,6,Kedungprahu ,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,7,Nglengking ,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,8,Butuhan ,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,9,Botokan ,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,10,Jaten,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,11,Jarakan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,12,Tobayan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,13,Padon,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,14,Ngaranan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,15,Ngagulagulan,,,,
34.04.04.2005,SLEMAN,4,MINGGIR,5,SENDANGREJO,16,Soronandan,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,1,Klinyo,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,2,Klangkapan I,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,3,Klangkapan II,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,4,Klaci I,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,5,Klaci II,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,6,Klaci III,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,7,Barak I,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,8,Barak II,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,9,Cibuk Lor I,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,10,Cibuk Lor II,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,11,Cibuk Kidul,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,12,Mandungan I,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,13,Mandungan II,,,,
34.04.05.2001,SLEMAN,5,SEYEGAN,1,MARGOLUWIH,14,Ngentak,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,1,Beran,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,2,Kandangan,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,3,Kurahan III,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,4,Kurahan IV,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,5,Pendekan,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,6,Jlegongan ,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,7,Jagalan ,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,8,Japanan ,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,9,Grogol ,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,10,Kadipiro,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,11,Mranggen,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,12,Druju,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,13,Pete,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,14,Kasuran,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,15,Terwilen,,,,
34.04.05.2002,SLEMAN,5,SEYEGAN,2,MARGODADI,16,Tegalweru,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,1,Susukan I ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,2,Susukan II ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,3,Susukan III ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,4,Somokaton ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,5,Ngaran ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,6,Planggok ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,7,Grajegan,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,8,Bolu ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,9,Nyamplung ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,10,Seyegan ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,11,Sonoharjo ,,,,
34.04.05.2003,SLEMAN,5,SEYEGAN,3,MARGOKATON,12,Bantulan,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,1,Sawahan ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,2,Jumeneng ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,3,Gerjen,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,4,Ngemplak ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,5,Kamal Kulon,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,6,Sompokan ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,7,Kregolan ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,8,Mangsel ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,9,Daplokan ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,10,Kasuran ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,11,Mriyan ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,12,Jingin ,,,,
34.04.05.2004,SLEMAN,5,SEYEGAN,4,MARGOMULYO,13,Jamblangan,,,,
34.04.05.2005,SLEMAN,5,SEYEGAN,5,MARGOAGUNG,1,Watukarung ,,,,
34.04.05.2005,SLEMAN,5,SEYEGAN,5,MARGOAGUNG,2,Dukuh ,,,,
34.04.05.2005,SLEMAN,5,SEYEGAN,5,MARGOAGUNG,3,Banyuurip,,,,
